OID_,ID,STATE_NAME,ST_ABBREV,CNTY_NAME,REGION,ACSTOTPOP,ACSIPOVBAS,ACSEDUCBAS,ACSTOTHH,ACSTOTHU,ACSUNEMPBAS,ACSDISABBAS,DEMOGIDX_2,DEMOGIDX_5,PEOPCOLOR,PEOPCOLORPCT,LOWINCOME,LOWINCPCT,UNEMPLOYED,UNEMPPCT,DISABILITY,DISABILITYPCT,LINGISO,LINGISOPCT,LESSHS,LESSHSPCT,UNDER5,UNDER5PCT,OVER64,OVER64PCT,LIFEEXPPCT,PM25,OZONE,DSLPM,RSEI_AIR,PTRAF,PRE1960,PRE1960PCT,PNPL,PRMP,PTSDF,UST,PWDIS,NO2,DWATER,D2_PM25,D5_PM25,D2_OZONE,D5_OZONE,D2_DSLPM,D5_DSLPM,D2_RSEI_AIR,D5_RSEI_AIR,D2_PTRAF,D5_PTRAF,D2_LDPNT,D5_LDPNT,D2_PNPL,D5_PNPL,D2_PRMP,D5_PRMP,D2_PTSDF,D5_PTSDF,D2_UST,D5_UST,D2_PWDIS,D5_PWDIS,D2_NO2,D5_NO2,D2_DWATER,D5_DWATER,P_DEMOGIDX_2,P_DEMOGIDX_5,P_PEOPCOLORPCT,P_LOWINCPCT,P_UNEMPPCT,P_DISABILITYPCT,P_LINGISOPCT,P_LESSHSPCT,P_UNDER5PCT,P_OVER64PCT,P_LIFEEXPPCT,P_PM25,P_OZONE,P_DSLPM,P_RSEI_AIR,P_PTRAF,P_LDPNT,P_PNPL,P_PRMP,P_PTSDF,P_UST,P_PWDIS,P_NO2,P_DWATER,P_D2_PM25,P_D5_PM25,P_D2_OZONE,P_D5_OZONE,P_D2_DSLPM,P_D5_DSLPM,P_D2_RSEI_AIR,P_D5_RSEI_AIR,P_D2_PTRAF,P_D5_PTRAF,P_D2_LDPNT,P_D5_LDPNT,P_D2_PNPL,P_D5_PNPL,P_D2_PRMP,P_D5_PRMP,P_D2_PTSDF,P_D5_PTSDF,P_D2_UST,P_D5_UST,P_D2_PWDIS,P_D5_PWDIS,P_D2_NO2,P_D5_NO2,P_D2_DWATER,P_D5_DWATER,B_DEMOGIDX_2,B_DEMOGIDX_5,B_PEOPCOLORPCT,B_LOWINCPCT,B_UNEMPPCT,B_DISABILITYPCT,B_LINGISOPCT,B_LESSHSPCT,B_UNDER5PCT,B_OVER64PCT,B_LIFEEXPPCT,B_PM25,B_OZONE,B_DSLPM,B_RSEI_AIR,B_PTRAF,B_LDPNT,B_PNPL,B_PRMP,B_PTSDF,B_UST,B_PWDIS,B_NO2,B_DWATER,B_D2_PM25,B_D5_PM25,B_D2_OZONE,B_D5_OZONE,B_D2_DSLPM,B_D5_DSLPM,B_D2_RSEI_AIR,B_D5_RSEI_AIR,B_D2_PTRAF,B_D5_PTRAF,B_D2_LDPNT,B_D5_LDPNT,B_D2_PNPL,B_D5_PNPL,B_D2_PRMP,B_D5_PRMP,B_D2_PTSDF,B_D5_PTSDF,B_D2_UST,B_D5_UST,B_D2_PWDIS,B_D5_PWDIS,B_D2_NO2,B_D5_NO2,B_D2_DWATER,B_D5_DWATER,T_DEMOGIDX_2,T_DEMOGIDX_5,T_PEOPCOLORPCT,T_LOWINCPCT,T_UNEMPPCT,T_DISABILITYPCT,T_LINGISOPCT,T_LESSHSPCT,T_UNDER5PCT,T_OVER64PCT,T_LIFEEXPPCT,T_PM25,T_OZONE,T_DSLPM,T_RSEI_AIR,T_PTRAF,T_LDPNT,T_PNPL,T_PRMP,T_PTSDF,T_UST,T_PWDIS,T_NO2,T_DWATER,T_D2_PM25,T_D5_PM25,T_D2_OZONE,T_D5_OZONE,T_D2_DSLPM,T_D5_DSLPM,T_D2_RSEI_AIR,T_D5_RSEI_AIR,T_D2_PTRAF,T_D5_PTRAF,T_D2_LDPNT,T_D5_LDPNT,T_D2_PNPL,T_D5_PNPL,T_D2_PRMP,T_D5_PRMP,T_D2_PTSDF,T_D5_PTSDF,T_D2_UST,T_D5_UST,T_D2_PWDIS,T_D5_PWDIS,T_D2_NO2,T_D5_NO2,T_D2_DWATER,T_D5_DWATER,AREALAND,AREAWATER,NPL_CNT,TSDF_CNT,EXCEED_COUNT_80,EXCEED_COUNT_80_SUP,Shape_Length,Shape_Area
52803,36067005500,NEW YORK,NY,Onondaga County,2,3339,3237,2279,1769,2041,2268,3251,2.302596905334959,1.876148871227397,1799,0.538784067,1680,0.518999073,141,0.062169312,561,0.172562289,80,0.04522329,114,0.050021939,177,0.053009883,365,0.109314166,,6.709388524590160,55.659599999999998,0.111377691,701.443751033676904,2202035.839275609701872,583.000000000000000,0.285644292,0.208056627,0.357247939,5.033726407551660,1.344475921879787,119.665047163942006,11.870937222435437,0,29.933759769354470,24.389935325956166,57.564922633373982,46.903721780684940,73.683100970718698,60.036763879276720,119.735039077417881,97.559741303824666,170.392170994786994,138.835016470827412,135.853217414762611,110.692783402416453,163.484380278782112,133.206569857145212,126.642829793422763,103.188187917506866,181.905155521461779,148.215760826964413,122.037635982752846,99.435890175052066,128.945426698757728,105.064336788734266,200.325930764141447,163.224951796783586,0,0,80,69,68,86,66,75,72,29,51,22,,13,25,32,52,74,59,71,55,79,53,56,87,0,31,20,53,36,59,48,78,68,85,82,81,70,86,83,77,69,87,84,76,67,79,71,89,86,0,0,9,7,7,9,7,8,8,3,6,3,,2,3,4,6,8,6,8,6,8,6,6,9,1,4,3,6,4,6,5,8,7,9,9,9,8,9,9,8,7,9,9,8,7,8,8,9,9,1,1,80 %ile,69 %ile,68 %ile,86 %ile,66 %ile,75 %ile,72 %ile,29 %ile,51 %ile,22 %ile,,13 %ile,25 %ile,32 %ile,52 %ile,74 %ile,59 %ile,71 %ile,55 %ile,79 %ile,53 %ile,56 %ile,87 %ile,0 %ile,31 %ile,20 %ile,53 %ile,36 %ile,59 %ile,48 %ile,78 %ile,68 %ile,85 %ile,82 %ile,81 %ile,70 %ile,86 %ile,83 %ile,77 %ile,69 %ile,87 %ile,84 %ile,76 %ile,67 %ile,79 %ile,71 %ile,89 %ile,86 %ile,0 %ile,0 %ile,2734171.000000000000000,0,0,0,5,4,0.078993377,0.000301932
52804,36067005601,NEW YORK,NY,Onondaga County,2,1661,1616,1205,718,769,1050,1661,1.263925419629528,1.098580943059472,465,0.279951836,476,0.294554455,72,0.068571429,114,0.068633353,24,0.033426184,51,0.042323651,128,0.077062011,237,0.142685129,0.17025641,6.704089890710380,55.738019999999999,0.129558265,745.798649100000034,1699843.937504323897883,588.000000000000000,0.764629389,0.196100822,0.352397624,4.844393857382788,0.89776625,107.070217085588197,10.896069526672363,0,16.431030455183862,14.281552259773129,32.862060910367724,28.563104519546258,49.293091365551582,42.844656779319386,66.988047240364978,58.224789982151989,85.946928534807881,74.703504128044059,117.545064025546083,102.168027704530857,88.474779374066941,76.900666014163008,69.515898079624023,60.421951868270931,98.586182731103165,85.689313558638773,58.140569302958276,50.534723380735691,69.515898079624023,60.421951868270931,102.377958989991754,88.985056387817195,0,0,48,25,44,53,71,12,66,24,80,38,26,13,26,39,53,68,93,70,55,78,46,55,81,0,18,11,34,21,47,34,57,44,63,57,77,66,72,65,58,47,68,63,53,40,58,45,69,64,0,0,5,3,5,6,8,2,7,3,9,4,3,2,3,4,6,7,10,8,6,8,5,6,9,1,2,2,4,3,5,4,6,5,7,6,8,7,8,7,6,5,7,7,6,5,6,5,7,7,1,1,48 %ile,25 %ile,44 %ile,53 %ile,71 %ile,12 %ile,66 %ile,24 %ile,80 %ile,38 %ile,26 %ile,13 %ile,26 %ile,39 %ile,53 %ile,68 %ile,93 %ile,70 %ile,55 %ile,78 %ile,46 %ile,55 %ile,81 %ile,0 %ile,18 %ile,11 %ile,34 %ile,21 %ile,47 %ile,34 %ile,57 %ile,44 %ile,63 %ile,57 %ile,77 %ile,66 %ile,72 %ile,65 %ile,58 %ile,47 %ile,68 %ile,63 %ile,53 %ile,40 %ile,58 %ile,45 %ile,69 %ile,64 %ile,0 %ile,0 %ile,1648791.000000000000000,7491.000000000000000,0,0,0,0,0.078068047,0.000182912
52805,36067005602,NEW YORK,NY,Onondaga County,2,4128,191,72,67,145,1383,4128,2.680780586453220,1.430768435818342,1686,0.408430233,141,0.738219895,124,0.089660159,163,0.039486434,0,0,0,0,5,0.00121124,10,0.002422481,,6.692171857923500,55.679229999999997,0.095493664,606.225638300000014,1471534.800014459993690,16.000000000000000,0.110344828,0.174950926,0.333292475,4.118112423700357,0,98.062089376974527,9.961856842041016,0,34.850147623891864,18.599989665638450,69.700295247783728,37.199979331276900,69.700295247783728,37.199979331276900,134.039029322661008,71.538421790917113,171.569957533006090,91.569179892373910,96.508101112315927,51.507663689460323,182.293079878818958,97.292253635647285,144.762151668473876,77.261495534190487,201.058543983991513,107.307632686375669,0,0,144.762151668473876,77.261495534190487,198.377763397538303,105.876864250557333,0,0,88,45,57,97,82,3,0,0,2,1,,13,26,26,50,64,36,68,54,75,0,54,74,0,35,15,59,28,57,29,82,53,85,66,70,37,89,72,81,57,90,72,0,0,83,56,88,71,0,0,9,5,6,11,9,1,1,1,1,1,,2,3,3,6,7,4,7,6,8,1,6,8,1,4,2,6,3,6,3,9,6,9,7,8,4,9,8,9,6,10,8,1,1,9,6,9,8,1,1,88 %ile,45 %ile,57 %ile,97 %ile,82 %ile,3 %ile,0 %ile,0 %ile,2 %ile,1 %ile,,13 %ile,26 %ile,26 %ile,50 %ile,64 %ile,36 %ile,68 %ile,54 %ile,75 %ile,0 %ile,54 %ile,74 %ile,0 %ile,35 %ile,15 %ile,59 %ile,28 %ile,57 %ile,29 %ile,82 %ile,53 %ile,85 %ile,66 %ile,70 %ile,37 %ile,89 %ile,72 %ile,81 %ile,57 %ile,90 %ile,72 %ile,0 %ile,0 %ile,83 %ile,56 %ile,88 %ile,71 %ile,0 %ile,0 %ile,989576.000000000000000,0,0,0,7,0,0.04321733,0.000109274
52806,36067005700,NEW YORK,NY,Onondaga County,2,1881,1874,1302,731,877,842,1881,2.207852740868331,2.005154469769991,1358,0.721956406,697,0.371931697,57,0.067695962,243,0.129186603,0,0,233,0.178955453,84,0.044657097,345,0.183413078,0.257435897,6.717247814207650,55.505119999999998,0.088655082,703.402586527047788,1482401.280157274100929,680.000000000000000,0.775370582,0.213383447,0.300052324,5.209325057282010,1.195668219085061,146.060571082827607,9.058038895797139,0,28.702085631288305,26.067008107009883,55.196318521708278,50.128861744249775,52.988465780839945,48.123707274479784,114.808342525153222,104.268032428039533,141.302575415573187,128.329886065279425,207.538157641623116,188.484520158379155,156.757544601651517,142.365967353669362,112.600489784284889,102.262877958269542,176.628219269466484,160.412357581599281,112.600489784284889,102.262877958269542,128.055458970363190,116.298959246659479,145.718280897309853,132.340195004819407,0,0,78,74,79,67,70,51,0,80,38,61,93,13,25,24,52,64,94,71,51,80,51,58,66,0,30,21,51,38,49,39,77,71,79,80,92,91,85,85,73,69,86,87,74,68,79,75,79,79,0,0,8,8,8,7,8,6,1,9,4,7,10,2,3,3,6,7,10,8,6,9,6,6,7,1,4,3,6,4,5,4,8,8,8,9,10,10,9,9,8,7,9,9,8,7,8,8,8,8,1,1,78 %ile,74 %ile,79 %ile,67 %ile,70 %ile,51 %ile,0 %ile,80 %ile,38 %ile,61 %ile,93 %ile,13 %ile,25 %ile,24 %ile,52 %ile,64 %ile,94 %ile,71 %ile,51 %ile,80 %ile,51 %ile,58 %ile,66 %ile,0 %ile,30 %ile,21 %ile,51 %ile,38 %ile,49 %ile,39 %ile,77 %ile,71 %ile,79 %ile,80 %ile,92 %ile,91 %ile,85 %ile,85 %ile,73 %ile,69 %ile,86 %ile,87 %ile,74 %ile,68 %ile,79 %ile,75 %ile,79 %ile,79 %ile,0 %ile,0 %ile,1365264.000000000000000,0,0,0,3,4,0.074750973,0.000150751
52807,36067005800,NEW YORK,NY,Onondaga County,2,2041,2040,1175,846,1098,803,2041,3.233318675947280,2.834268019122246,1645,0.805977462,1425,0.698529412,174,0.216687422,367,0.179813817,15,0.017730496,376,0.32,203,0.099461049,275,0.134737874,0.258461538,6.722903278688520,55.643720000000002,0.099263586,755.689452108250862,1754798.384843935957178,883.000000000000000,0.804189435,0.232015349,0.324917397,5.268424955214810,0.150455145,147.950336789619172,10.790629040683456,0,42.033142787314638,36.845484248589194,80.832966898682002,70.856700478056140,90.532922926523838,79.359504535422886,174.599208501153129,153.050473032601275,223.098988640362336,195.564493319434973,307.165274214991598,269.255461816613376,232.798944668204172,204.067297376801690,171.365889825205841,150.216205013479026,258.665494075782419,226.741441529779649,87.299604250576564,76.525236516300637,187.532483204942253,164.387545109090269,258.665494075782419,226.741441529779649,0,0,95,94,84,96,98,78,54,95,92,34,93,13,25,28,54,69,95,72,53,80,27,58,80,0,40,29,65,53,66,60,89,86,92,93,99,98,95,94,85,83,96,96,66,56,90,89,95,95,0,0,11,10,9,11,11,8,6,11,10,4,10,2,3,3,6,7,11,8,6,9,3,6,9,1,5,3,7,6,7,7,9,9,10,10,11,11,11,10,9,9,11,11,7,6,10,9,11,11,1,1,95 %ile,94 %ile,84 %ile,96 %ile,98 %ile,78 %ile,54 %ile,95 %ile,92 %ile,34 %ile,93 %ile,13 %ile,25 %ile,28 %ile,54 %ile,69 %ile,95 %ile,72 %ile,53 %ile,80 %ile,27 %ile,58 %ile,80 %ile,0 %ile,40 %ile,29 %ile,65 %ile,53 %ile,66 %ile,60 %ile,89 %ile,86 %ile,92 %ile,93 %ile,99 %ile,98 %ile,95 %ile,94 %ile,85 %ile,83 %ile,96 %ile,96 %ile,66 %ile,56 %ile,90 %ile,89 %ile,95 %ile,95 %ile,0 %ile,0 %ile,860682.000000000000000,0,0,0,8,8,0.049240579,9.5043E-05
52808,36067005900,NEW YORK,NY,Onondaga County,2,1735,1637,978,599,777,653,1732,2.880684128513225,2.559363887796080,1474,0.849567723,887,0.541844838,41,0.062787136,294,0.169745958,7,0.011686144,320,0.327198364,34,0.019596542,163,0.093948127,0.243076923,6.710859562841530,55.580840000000002,0.08874223,666.898710284841286,2115657.714927510824054,590.000000000000000,0.759330759,0.208825848,0.310624858,4.857557573006044,2.392843818419581,127.476704571111981,12.014687787850791,0,37.448893670671922,33.271730541349044,72.017103212830619,63.984097194902013,69.136419084317396,61.424733307105932,146.914890554174463,130.527558277600093,213.170625509978635,189.392927696909965,267.903623951729912,238.020841565035482,204.528573124438964,181.714836033521721,149.795574682687686,133.086922165396174,224.693362024031558,199.630383248094290,184.363784224846398,163.799288818949151,164.198995325253833,145.883741604376581,253.500203309163794,225.224022126055075,0,0,91,90,86,88,66,74,47,95,9,16,88,13,25,24,51,74,93,71,52,78,64,57,88,0,37,26,61,49,57,49,84,80,91,92,97,96,92,91,82,79,93,93,88,86,86,85,95,95,0,0,10,10,9,9,7,8,5,11,1,2,9,2,3,3,6,8,10,8,6,8,7,6,9,1,4,3,7,5,6,5,9,9,10,10,11,11,10,10,9,8,10,10,9,9,9,9,11,11,1,1,91 %ile,90 %ile,86 %ile,88 %ile,66 %ile,74 %ile,47 %ile,95 %ile,9 %ile,16 %ile,88 %ile,13 %ile,25 %ile,24 %ile,51 %ile,74 %ile,93 %ile,71 %ile,52 %ile,78 %ile,64 %ile,57 %ile,88 %ile,0 %ile,37 %ile,26 %ile,61 %ile,49 %ile,57 %ile,49 %ile,84 %ile,80 %ile,91 %ile,92 %ile,97 %ile,96 %ile,92 %ile,91 %ile,82 %ile,79 %ile,93 %ile,93 %ile,88 %ile,86 %ile,86 %ile,85 %ile,95 %ile,95 %ile,0 %ile,0 %ile,494559.000000000000000,0,0,0,9,8,0.030299148,5.46102E-05
52809,36067006000,NEW YORK,NY,Onondaga County,2,3356,3356,2427,1531,1810,1620,3356,2.017475348703629,1.894876374986655,1555,0.463349225,1544,0.460071514,139,0.085802469,615,0.183253874,12,0.007838014,175,0.07210548,444,0.132300358,702,0.209177592,0.222564103,6.685560655737700,55.466290000000001,0.086359285,533.364074625143189,1262010.333466703072190,1420.000000000000000,0.784530387,0.165661522,0.244581643,4.696471530813017,0.951634227,106.995115062236479,8.627048353294537,0,26.227179533147172,24.633392874826509,48.419408368887090,45.477032999679707,46.401933020183463,43.582156624693056,96.838816737774181,90.954065999359415,121.048520922217733,113.692582499199276,189.642682778141108,178.118379248745526,137.188323711846749,128.851593499092502,94.821341389070554,89.059189624372763,157.363077198883047,147.800357248959074,94.821341389070554,89.059189624372763,110.961144178699584,104.218200624266004,125.083471619624987,117.482335249172593,0,0,74,69,62,80,81,79,42,43,98,73,76,13,24,23,48,60,94,68,47,78,47,55,62,0,27,20,46,35,45,35,71,64,74,75,89,89,82,82,68,63,83,84,68,63,75,70,75,75,0,0,8,7,7,9,9,8,5,5,11,8,8,2,3,3,5,7,10,7,5,8,5,6,7,1,3,3,5,4,5,4,8,7,8,8,9,9,9,9,7,7,9,9,7,7,8,8,8,8,1,1,74 %ile,69 %ile,62 %ile,80 %ile,81 %ile,79 %ile,42 %ile,43 %ile,98 %ile,73 %ile,76 %ile,13 %ile,24 %ile,23 %ile,48 %ile,60 %ile,94 %ile,68 %ile,47 %ile,78 %ile,47 %ile,55 %ile,62 %ile,0 %ile,27 %ile,20 %ile,46 %ile,35 %ile,45 %ile,35 %ile,71 %ile,64 %ile,74 %ile,75 %ile,89 %ile,89 %ile,82 %ile,82 %ile,68 %ile,63 %ile,83 %ile,84 %ile,68 %ile,63 %ile,75 %ile,70 %ile,75 %ile,75 %ile,0 %ile,0 %ile,3799976.000000000000000,18431.000000000000000,0,1,3,3,0.102432697,0.000421508
52810,36067006101,NEW YORK,NY,Onondaga County,2,4147,3574,2644,1411,1837,1294,3574,2.661630070147237,1.827222283451192,2854,0.688208343,2001,0.559876889,147,0.113601236,737,0.206211528,15,0.010630758,474,0.179273828,396,0.095490716,1215,0.292982879,0.129230769,6.690462841530050,55.565109999999997,0.088965746,542.850159899415871,1791686.266721476335078,961.000000000000000,0.523135547,0.168638269,0.234099777,4.009120047110775,4.031291067576374,103.893053861844038,11.118508895363227,0,34.601190911914074,23.753889684865499,66.540751753680922,45.680557086279805,63.879121683533683,43.853334802828613,127.758243367067365,87.706669605657225,183.652474840159329,126.078337558132262,210.268775541631697,144.350560392644184,180.990844770012103,124.251115274681069,122.434983226772886,84.052225038754841,196.960625190895513,135.214448975388223,202.283885331189992,138.868893542290607,146.389653858098001,100.497225589815571,218.253665752073402,149.832227242997760,0,0,87,66,77,89,90,86,46,80,91,93,4,13,25,24,48,69,79,68,46,74,76,55,82,0,35,19,58,35,54,35,80,63,87,79,92,82,89,80,76,60,89,81,90,80,83,69,91,84,0,0,9,7,8,9,10,9,5,9,10,10,1,2,3,3,5,7,8,7,5,8,8,6,9,1,4,2,6,4,6,4,9,7,9,8,10,9,9,9,8,7,9,9,10,9,9,7,10,9,1,1,87 %ile,66 %ile,77 %ile,89 %ile,90 %ile,86 %ile,46 %ile,80 %ile,91 %ile,93 %ile,4 %ile,13 %ile,25 %ile,24 %ile,48 %ile,69 %ile,79 %ile,68 %ile,46 %ile,74 %ile,76 %ile,55 %ile,82 %ile,0 %ile,35 %ile,19 %ile,58 %ile,35 %ile,54 %ile,35 %ile,80 %ile,63 %ile,87 %ile,79 %ile,92 %ile,82 %ile,89 %ile,80 %ile,76 %ile,60 %ile,89 %ile,81 %ile,90 %ile,80 %ile,83 %ile,69 %ile,91 %ile,84 %ile,0 %ile,0 %ile,1364424.000000000000000,0,0,0,8,5,0.050975699,0.000150639
52811,36067006102,NEW YORK,NY,Onondaga County,2,1956,1953,1542,1309,1482,759,1953,2.157531707052819,2.481251570341253,848,0.433537832,1035,0.529953917,29,0.038208169,488,0.249871992,83,0.063407181,233,0.151102464,168,0.085889571,750,0.383435583,,6.670178961748630,55.477370000000001,0.089979862,444.509627495665256,1351724.015189072350040,125.000000000000000,0.084345479,0.13883742,0.147502026,3.208848565889395,2.620749240796779,84.199192053814144,9.976577862616510,0,28.047912191686653,32.256270414436294,51.780760969267668,59.550037688190073,51.780760969267668,59.550037688190073,97.088926817376873,111.656320665356390,133.766965837274796,153.837597361157691,66.883482918637398,76.918798680578846,140.239560958433259,161.281352072181448,84.143736575059961,96.768811243308875,148.869687786644533,171.206358353546477,142.397092665486099,163.762603642522720,114.349180473799436,131.506333228086419,159.657346321908648,183.612616205252749,0,0,77,88,60,87,41,94,78,74,86,97,,13,24,24,45,62,31,65,39,69,66,53,74,0,29,25,49,45,48,47,71,74,77,86,57,53,82,88,64,66,81,89,81,86,76,81,82,90,0,0,8,9,7,9,5,10,8,8,9,11,,2,3,3,5,7,4,7,4,7,7,6,8,1,3,3,5,5,5,5,8,8,8,9,6,6,9,9,7,7,9,9,9,9,8,9,9,10,1,1,77 %ile,88 %ile,60 %ile,87 %ile,41 %ile,94 %ile,78 %ile,74 %ile,86 %ile,97 %ile,,13 %ile,24 %ile,24 %ile,45 %ile,62 %ile,31 %ile,65 %ile,39 %ile,69 %ile,66 %ile,53 %ile,74 %ile,0 %ile,29 %ile,25 %ile,49 %ile,45 %ile,48 %ile,47 %ile,71 %ile,74 %ile,77 %ile,86 %ile,57 %ile,53 %ile,82 %ile,88 %ile,64 %ile,66 %ile,81 %ile,89 %ile,81 %ile,86 %ile,76 %ile,81 %ile,82 %ile,90 %ile,0 %ile,0 %ile,1795600.000000000000000,0,0,0,4,6,0.06290616,0.000198216
52812,36067006103,NEW YORK,NY,Onondaga County,2,2179,2150,1641,1017,1146,1154,2179,0.857412073,1.356354102844408,438,0.201009637,415,0.193023256,0,0,378,0.173474071,0,0,81,0.049360146,99,0.045433685,448,0.205598899,0.190769231,6.666860382513660,55.452390000000001,0.083197109,423.870165084089990,1159639.837176756234840,791.000000000000000,0.690226876,0.134386022,0.204398868,3.933379463123582,3.965701870915789,84.324549255212091,9.561395576995112,0,11.146356953930969,17.632603336977304,20.577889761103329,32.552498468265796,18.005653540965412,28.483436159732570,37.726131228689439,59.679580525153959,49.729900255999709,78.668537964975670,76.309674530758173,120.715515153152325,55.731784769654851,88.163016684886529,37.726131228689439,59.679580525153959,63.448493430068595,100.370203610486200,64.305905503447903,101.726557713330607,45.442839889103183,71.886767450753638,60.876257209930678,96.301141301952981,0,0,26,40,33,31,0,76,0,29,39,71,47,13,24,21,44,58,89,65,44,74,75,53,71,0,13,14,22,25,20,21,36,45,46,59,62,74,63,69,40,46,54,70,56,68,43,53,52,67,0,0,3,5,4,4,1,8,1,3,4,8,5,2,3,3,5,6,9,7,5,8,8,6,8,1,2,2,3,3,3,3,4,5,5,6,7,8,7,7,5,5,6,8,6,7,5,6,6,7,1,1,26 %ile,40 %ile,33 %ile,31 %ile,0 %ile,76 %ile,0 %ile,29 %ile,39 %ile,71 %ile,47 %ile,13 %ile,24 %ile,21 %ile,44 %ile,58 %ile,89 %ile,65 %ile,44 %ile,74 %ile,75 %ile,53 %ile,71 %ile,0 %ile,13 %ile,14 %ile,22 %ile,25 %ile,20 %ile,21 %ile,36 %ile,45 %ile,46 %ile,59 %ile,62 %ile,74 %ile,63 %ile,69 %ile,40 %ile,46 %ile,54 %ile,70 %ile,56 %ile,68 %ile,43 %ile,53 %ile,52 %ile,67 %ile,0 %ile,0 %ile,1952994.000000000000000,0,0,0,0,0,0.06589951,0.00021557
52813,36067010100,NEW YORK,NY,Onondaga County,2,2662,2648,1939,1015,1303,1384,2662,0.476061299,1.131612839814248,236,0.088655147,321,0.121223565,41,0.029624277,308,0.115702479,0,0,69,0.035585353,124,0.046581518,534,0.200601052,0.202051282,6.680958469945360,56.112060000000000,0.072680642,284.141905061527666,216529.874884362012381,545.000000000000000,0.418265541,0,0,0.168717824,0.424656141,1.937534848403375,5.437413381711536,0,6.188796883333488,14.710966917585225,13.329716364102898,31.685159514798944,8.093042078205331,19.237418276842217,17.614268052564544,41.869675073127176,11.901532467949016,28.290320995356200,33.800352208975205,80.344511626811610,0,0,0,0,9.997287273077173,23.763869636099209,17.138206753846582,40.738062233312931,10.949409870513096,26.027095315727703,13.329716364102898,31.685159514798944,0,0,6,27,14,16,30,42,0,20,41,69,58,13,28,17,37,25,71,0,0,21,36,23,28,0,8,12,14,24,8,13,17,32,14,22,32,55,0,0,0,0,14,18,23,33,12,20,16,26,0,0,1,3,2,2,4,5,1,3,5,7,6,2,3,2,4,3,8,1,1,3,4,3,3,1,1,2,2,3,1,2,2,4,2,3,4,6,1,1,1,1,2,2,3,4,2,3,2,3,1,1,6 %ile,27 %ile,14 %ile,16 %ile,30 %ile,42 %ile,0 %ile,20 %ile,41 %ile,69 %ile,58 %ile,13 %ile,28 %ile,17 %ile,37 %ile,25 %ile,71 %ile,0 %ile,0 %ile,21 %ile,36 %ile,23 %ile,28 %ile,0 %ile,8 %ile,12 %ile,14 %ile,24 %ile,8 %ile,13 %ile,17 %ile,32 %ile,14 %ile,22 %ile,32 %ile,55 %ile,0 %ile,0 %ile,0 %ile,0 %ile,14 %ile,18 %ile,23 %ile,33 %ile,12 %ile,20 %ile,16 %ile,26 %ile,0 %ile,0 %ile,13012500.000000000000000,127225.000000000000000,0,0,0,0,0.301967155,0.001454814
52814,36067010200,NEW YORK,NY,Onondaga County,2,6336,6218,4382,2465,2721,2663,6271,0.956339623,1.648921804246689,463,0.073074495,1914,0.307816018,144,0.054074352,1476,0.23536916,13,0.005273834,295,0.067320858,495,0.078125,1135,0.179135101,0.177435897,6.733294535519130,56.099449999999997,0.095330498,413.286969667499193,392521.822128102008719,656.000000000000000,0.241087835,0.02388297,0,0.233879812,1.407853672724715,2.723345863911759,6.036629058638568,0,13.388754723306448,23.084905259453642,26.777509446612896,46.169810518907283,24.864830200426262,42.871966910413903,41.122603793012665,70.903637582607615,33.471886808266120,57.712263148634101,51.642339647039158,89.041777429321186,51.642339647039158,89.041777429321186,0,0,22.952150954239627,39.574123301920530,51.642339647039158,89.041777429321186,23.908490577332945,41.223045106167220,33.471886808266120,57.712263148634101,0,0,31,57,11,56,59,92,37,40,81,58,33,14,28,26,43,35,54,54,0,24,54,25,35,0,15,19,28,35,28,34,39,53,35,46,46,60,62,69,0,0,26,31,50,63,24,31,35,45,0,0,4,6,2,6,6,10,4,5,9,6,4,2,3,3,5,4,6,6,1,3,6,3,4,1,2,2,3,4,3,4,4,6,4,5,5,7,7,7,1,1,3,4,6,7,3,4,4,5,1,1,31 %ile,57 %ile,11 %ile,56 %ile,59 %ile,92 %ile,37 %ile,40 %ile,81 %ile,58 %ile,33 %ile,14 %ile,28 %ile,26 %ile,43 %ile,35 %ile,54 %ile,54 %ile,0 %ile,24 %ile,54 %ile,25 %ile,35 %ile,0 %ile,15 %ile,19 %ile,28 %ile,35 %ile,28 %ile,34 %ile,39 %ile,53 %ile,35 %ile,46 %ile,46 %ile,60 %ile,62 %ile,69 %ile,0 %ile,0 %ile,26 %ile,31 %ile,50 %ile,63 %ile,24 %ile,31 %ile,35 %ile,45 %ile,0 %ile,0 %ile,25298959.000000000000000,94133.000000000000000,0,0,0,0,0.355464147,0.00281274
